Sta node#,distance,timerx(notassociated),timeidle(notassociated),timetx(notassociated),timesleep(notassociated),timecollision(notassociated)
29,47.3515,4.36164,(0.35784),5.07127,(7.65365),0.32584,(0.00656),92.1617,(0),0.0474822,(0.00368284)
30,26.1121,15.1043,(0.09632),13.2618,(1.4084),0.41112,(0.00656),79.328,(0),0.369494,(0.00368109)
31,42.6218,5.42068,(0.14976),5.82295,(2.35475),0.21348,(0.00656),95.9911,(0),0.0267259,(0.00368125)
32,39.7596,9.53804,(0.06552),8.92464,(0.940984),0.34216,(0.00656),89.9774,(0),0.192504,(0.00184092)
33,25.1599,12.0537,(0.07696),10.8148,(0.943872),0.31052,(0.00656),85.5557,(0),0.223842,(0.00368106)
34,42.5119,12.6343,(0.2714),11.2561,(5.73389),0.31096,(0.00656),79.5338,(0),0.238896,(0.00368219)
35,41.9615,9.45096,(0.3564),8.95077,(7.65297),0.324,(0.00656),83.1153,(0),0.129025,(0.00368244)
36,45.2032,8.79428,(0.22828),8.2677,(3.77617),0.42024,(0.00656),88.2559,(0),0.236862,(0.00368261)
37,18.2812,10.5759,(0.14732),9.95196,(2.35333),0.29688,(0.00328),86.4931,(0),0.164185,(0.00368191)
38,38.4939,9.76816,(0.17484),8.97467,(2.82962),0.31416,(0.00656),87.6164,(0),0.301576,(0.00368133)
39,29.2372,9.47052,(0.36904),8.85047,(8.13161),0.30428,(0.00328),82.6338,(0),0.222998,(0.00368257)
40,46.2996,7.97972,(0.10204),7.81501,(1.40961),0.32264,(0.00656),92.1928,(0),0.157526,(0.00368126)
41,42.4644,9.79816,(0.0486),9.42424,(0.509231),0.30096,(0.00984),89.7309,(0),0.165822,(0.00184064)
42,48.2063,8.78644,(0.33848),8.42919,(7.17989),0.33432,(0.00656),84.7779,(0),0.13322,(0.00368336)
43,16.4517,7.83384,(0.00584),7.71655,(0.498488),0.31952,(0.00328),93.493,(0),0.119152,(3.15e-07)
44,14.6978,7.99752,(0.24168),7.79989,(4.75897),0.30192,(0.00328),88.7585,(0),0.12416,(0.00368249)
45,30.7995,7.31924,(0.0304),7.25873,(0.502969),0.3106,(0.00656),94.4734,(0),0.0858611,(0.0018406)
46,36.4773,7.68196,(0.13284),7.56843,(1.89539),0.32264,(0.00984),92.2662,(0),0.108651,(0.00368124)
47,31.4562,7.80432,(0.12712),7.81852,(1.89444),0.31672,(0.00984),91.9088,(0),0.106227,(0.00368181)
48,9.07124,7.13932,(0.11324),7.16289,(1.88741),0.2924,(0.00328),93.2578,(0),0.129566,(0.00368136)
49,43.561,7.5616,(0.37148),7.37762,(8.13287),0.33856,(0.00656),86.0385,(0),0.158761,(0.00368351)
50,9.12752,6.8902,(0.11568),7.03852,(1.88857),0.31096,(0.00656),93.61,(0),0.125477,(0.00368121)
51,47.3162,7.56564,(0.04472),7.46859,(0.50749),0.38632,(0.00656),93.8474,(0),0.161056,(0.00184037)
52,13.3853,7.39324,(0.3906),7.36897,(9.11005),0.2918,(0.00328),85.3167,(0),0.111322,(0.00368291)
53,31.5489,7.293,(0.20748),7.45965,(3.32084),0.30512,(0.00656),91.2824,(0),0.110892,(0.00368221)
54,41.3136,6.50492,(0.15548),6.6669,(2.35638),0.30784,(0.00656),93.8987,(0),0.0891523,(0.00368137)
55,32.9737,6.67692,(0.29404),6.81291,(6.21509),0.3324,(0.00656),89.5614,(0),0.0866249,(0.00368302)
56,15.2325,6.49592,(0.40732),6.66385,(9.11389),0.3212,(0.00656),86.888,(0),0.0874031,(0.00552306)
57,39.7895,6.1594,(0.01256),6.48259,(0.500073),0.29148,(0.00656),96.4659,(0),0.0711106,(2.66e-07)
58,20.4159,6.0184,(0.31096),6.32585,(6.68969),0.30024,(0.00328),90.2379,(0),0.0996438,(0.00368263)
59,16.3328,5.49472,(0.41448),5.87541,(9.11615),0.28624,(0.00656),88.7179,(0),0.0726144,(0.00552333)
60,49.1204,4.95192,(0.21136),5.5216,(3.32461),0.3292,(0.00984),95.5813,(0),0.056108,(0.00368209)
61,17.3283,4.42552,(0.06308),5.20579,(0.939407),0.33456,(0.00328),98.9844,(0),0.0317512,(0.00184078)
62,32.451,14.9932,(0.34968),13.0258,(7.65097),0.38784,(0.00328),73.192,(0),0.383243,(0.00368239)
63,31.122,4.28068,(0.22584),5.00752,(3.77481),0.2198,(0.00328),96.4495,(0),0.0245057,(0.00368238)
